yr,temp,weathersit,atemp,hum,windspeed,cnt,cnt_scaled,pred,res,A1,A2,A3,A4,A5,A6,A7,A8
0,0.316522,1,0.324113,0.457391,0.260883,1589,-1.5049202991099326,-1.019325852394104,-0.48559444671582863,0,0,0,1.7762799263000488,0,0,0,0
0,0.415,1,0.39835,0.375833,0.417908,1913,-1.337669584310957,-0.8109824657440186,-0.5266871185669384,0,0,0,1.4934898614883423,0,0,0,0
0,0.266087,1,0.254274,0.314348,0.291374,1815,-1.3882577634785485,-1.346521258354187,-0.041736505124361445,0,0,0,2.220390796661377,0,0,0,0
0,0.318261,1,0.3162,0.423478,0.251791,2115,-1.233395990516534,-1.0276893377304077,-0.2057066527861262,0,0,0,1.7876317501068115,0,0,0,0
0,0.435833,1,0.428658,0.505,0.230104,2475,-1.0475618629621166,-0.4744621515274048,-0.5730997114347118,0,0,0,1.03672194480896,0,0,0,0
0,0.521667,1,0.511983,0.516667,0.264925,2927,-0.8142367916993483,-0.14008358120918274,-0.6741532104901655,0,0,0,0.582861065864563,0,0,0,0
0,0.399167,1,0.391404,0.187917,0.507463,1635,-1.481174827255757,-1.0429017543792725,-0.43827307287648454,0,0,0,1.8082799911499023,0,0,0,0
0,0.285217,1,0.27733,0.407826,0.223235,1812,-1.3898063812081685,-1.1532419919967651,-0.23656438921140333,0,0,0,1.9580477476119995,0,0,0,0
0,0.303333,2,0.284075,0.605,0.307846,1107,-1.7537315476689026,-1.349991798400879,-0.4037397492680237,0.4387142062187195,0,0.43476948142051697,1.5560983419418335,0,0,0,0.9363656044006348
0,0.182222,1,0.186033,0.577778,0.195683,1450,-1.5766729205823327,-1.539008378982544,-0.037664541599788715,0,0.06473227590322495,0,2.39477801322937,0,0,0,0.12240485846996307
0,0.221739,1,0.245717,0.423043,0.094113,1917,-1.3356047606714636,-1.2634612321853638,-0.07214352848609984,0,0,0,2.1076512336730957,0,0,0,0
0,0.295652,2,0.289191,0.697391,0.250496,1807,-1.3923874107575356,-1.4217909574508667,0.029403546693331117,0.6487360000610352,0.11445791274309158,0.7767440676689148,1.4521089792251587,0,0,0,1.3337637186050415
0,0.364348,2,0.350461,0.712174,0.346539,1461,-1.5709946555737255,-1.3520753383636475,-0.21891931721007807,1.1854617595672607,0,0.4276188015937805,1.1806023120880127,0,0,0,1.0658190250396729
0,0.2825,1,0.282192,0.537917,0.186571,1969,-1.3087620533580477,-1.0625859498977661,-0.24617610346028163,0,0,0,1.8349978923797607,0,0,0,0
0,0.343478,1,0.351109,0.68,0.125248,2402,-1.0852448943828734,-0.5745494961738586,-0.5106953982090148,0,0.4910934567451477,0.2718192934989929,1.3047672510147095,0,0,0,0.07732267677783966
0,0.407273,2,0.400118,0.876364,0.289686,1446,-1.5787377442218262,-1.2745566368103027,-0.3041811074115235,1.843977689743042,0.4074213206768036,0.8954975605010986,0.7478259801864624,0,0,0,1.5377823114395142
0,0.266667,1,0.263879,0.535,0.216425,1851,-1.3696743507231066,-1.1619795560836792,-0.20769479463942742,0,0,0,1.969907522201538,0,0,0,0
0,0.335,1,0.320071,0.449583,0.307833,2134,-1.2235880782289397,-1.0097464323043823,-0.21384164592455734,0,0,0,1.7632774114608765,0,0,0,0
0,0.198333,1,0.200133,0.318333,0.225754,1685,-1.455364531762088,-1.5573556423187256,0.10199111055663757,0,0,0,2.5065619945526123,0,0,0,0
0,0.261667,2,0.255679,0.610417,0.203346,1944,-1.3216672011048822,-1.3063050508499146,-0.015362150254967677,0.025225989520549774,0.06324867904186249,0.8305500149726868,1.640925407409668,0,0,0,1.2101085186004639
0,0.384167,2,0.378779,0.789167,0.251871,2077,-1.2530118150917224,-1.1324466466903687,-0.12056516840135378,1.2734450101852417,0.3033982515335083,0.9063671231269836,0.884597659111023,0,0,0,1.3739445209503174
0,0.376522,2,0.366252,0.948261,0.343287,605,-2.01286691442534,-1.7108415365219116,-0.30202537790342854,2.2716758251190186,0.45932918787002563,0.8051657676696777,0.9532958269119263,0,0,0,1.7848701477050781
0,0.261739,1,0.238461,0.551304,0.341352,1872,-1.3588340266157657,-1.313381314277649,-0.04545271233811676,0,0,0,2.1754090785980225,0,0,0,0
0,0.2925,1,0.3024,0.420833,0.12065,2133,-1.2241042841388132,-1.0020732879638672,-0.22203099617494604,0,0,0,1.7528624534606934,0,0,0,0
0,0.295833,2,0.286608,0.775417,0.22015,1891,-1.3490261143281714,-1.4606518745422363,0.1116257602140649,0.9083983302116394,0.4883556663990021,1.0320568084716797,1.3659981489181519,0,0,0,1.6101410388946533
0,0.389091,3,0.385668,0,0.261877,623,-2.0035752080476192,-0.1086462140083313,-1.894928994039288,0,0,0.53996741771698,1.065723180770874,0,0,1.034502625465393,0.0947650820016861
0,0.316522,2,0.305,0.649565,0.23297,1977,-1.3046324060790606,-1.1760152578353882,-0.12861714824367243,0.42777740955352783,0.027270689606666565,0.7846143841743469,1.3453372716903687,0,0,0,1.137050986289978
0,0.329167,1,0.32575,0.594583,0.220775,2132,-1.2246204900486866,-0.8736593723297119,-0.35096111771897465,0,0,0,1.57856285572052,0,0,0,0
0,0.384348,1,0.380091,0.527391,0.270604,2417,-1.0775018057347727,-0.7188472747802734,-0.3586545309544993,0,0,0,1.3684324026107788,0,0,0,0
0,0.325217,1,0.332,0.496957,0.136926,2046,-1.2690141982977974,-0.8462393283843994,-0.42277486991339797,0,0,0,1.5413450002670288,0,0,0,0
0,0.317391,2,0.318178,0.655652,0.184309,2056,-1.2638521391990636,-1.0497859716415405,-0.21406616755752306,0.2940954864025116,0.20506058633327484,0.9545920491218567,1.2582108974456787,0,0,0,1.2275856733322144
0,0.365217,2,0.36693,0.776522,0.203117,2192,-1.1936481354562836,-1.069488525390625,-0.12415961006565857,1.0122207403182983,0.4578041732311249,1.0640947818756104,0.9297773838043213,0,0,0,1.4537649154663086
0,0.415,1,0.410333,0.602917,0.209579,2744,-0.908702473206177,-0.49567747116088867,-0.41302500204528836,0,0,0,1.0655180215835571,0,0,0,0
0,0.54,1,0.527009,0.525217,0.231017,3239,-0.6531805478188533,-0.028820961713790894,-0.6243595861050624,0,0,0,0.4318413734436035,0,0,0,0
0,0.4725,1,0.466525,0.379167,0.368167,3117,-0.7161576688234058,-0.5079948306083679,-0.2081628382150379,0,0,0,1.0822367668151855,0,0,0,0
0,0.3325,1,0.32575,0.47375,0.207721,2471,-1.0496266866016102,-0.9060156345367432,-0.14361105206486702,0,0,0,1.622480869293213,0,0,0,0
0,0.430435,2,0.409735,0.737391,0.288783,2077,-1.2530118150917224,-0.9011110067367554,-0.35190080835496707,1.2736033201217651,0,0.7158437371253967,0.7171585559844971,0,0,0,1.015840768814087
0,0.441667,1,0.440642,0.624583,0.22575,2703,-0.9298669155109857,-0.4106661081314087,-0.519200807379577,0.09628241509199142,0,0,0.9146856069564819,0,0,0,0
0,0.346957,2,0.337939,0.839565,0.234261,2121,-1.2302987550572937,-1.3518701791763306,0.12157142411903687,1.3624101877212524,0.58042144775390625,1.0720182657241821,1.049007534980774,0,0,0,1.6525624990463257
0,0.285,2,0.270833,0.805833,0.243787,1865,-1.3624474679848793,-1.633156418800354,0.27070895081547475,1.0999146699905396,0.5145124197006226,1.0005180835723877,1.446075677871704,0,0,0,1.702188491821289
0,0.264167,1,0.256312,0.495,0.230725,2210,-1.1843564290785626,-1.2093913555145264,0.025034926435963722,0,0,0,2.0342607498168945,0,0,0,0
0,0.265833,1,0.257571,0.394167,0.209571,2496,-1.0367215388547757,-1.229166865348816,0.19244532649404023,0,0,0,2.0611026287078857,0,0,0,0
0,0.253043,2,0.250339,0.493913,0.1843,1693,-1.451234884483101,-1.2373062372207642,-0.21392864726233674,0,0,0.7129824757575989,1.735144853591919,0,0,0,0.8937264680862427
0,0.264348,1,0.257574,0.302174,0.212204,2028,-1.278305904675518,-1.279266119003296,9.602143277778197e-4,0,0,0,2.129103660583496,0,0,0,0
0,0.3025,1,0.292908,0.314167,0.226996,2425,-1.0733721584557858,-1.128370761871338,0.05499860341555207,0,0,0,1.9242894649505615,0,0,0,0
0,0.3,2,0.29735,0.646667,0.17288799999999999,1536,-1.5322792123332218,-1.0853924751281738,-0.446886737205048,0.17911678552627563,0.2500407099723816,0.9982368350028992,1.3535099029541016,0,0,0,1.2563592195510864
0,0.268333,3,0.257575,0.918333,0.217646,1685,-1.455364531762088,-2.1063599586486816,0.6509954268865936,1.9636421203613281,0.9599236845970154,2.2148356437683105,1.1359574794769287,0,0,0,3.370216131210327
0,0.3,2,0.283454,0.68625,0.258708,2227,-1.1755809286107153,-1.3944206237792969,0.2188396951685816,0.6413108110427856,0.0707780048251152,0.7553138136863708,1.4570964574813843,0,0,0,1.2623417377471924
0,0.315,2,0.315637,0.65375,0.197146,2252,-1.1626757808638808,-1.0968821048736572,-0.06579367599022357,0.32089242339134216,0.1506694257259369,0.900277316570282,1.2900396585464478,0,0,0,1.2133415937423706
0,0.378333,1,0.378767,0.48,0.18221300000000001,3249,-0.6480184887201194,-0.6775643825531006,0.02954589383298123,0,0,0,1.3123979568481445,0,0,0,0
0,0.573333,1,0.542929,0.42625,0.385571,3115,-0.7171900806431525,-0.10279399156570435,-0.6143960890774481,0.030029766261577606,0,0,0.5239490270614624,0,0.0035341382026672363,0,0
0,0.414167,2,0.39835,0.642083,0.388067,1795,-1.398581881676016,-1.0630322694778442,-0.3355496121981718,1.1162714958190918,0,0.14919143915176392,0.9937677383422852,0,0,0,0.6540631651878357
0,0.390833,1,0.387608,0.470833,0.263063,2808,-0.8756652949742806,-0.7093616127967834,-0.16630368217749714,0,0,0,1.3555572032928467,0,0,0,0
0,0.4375,1,0.433696,0.602917,0.162312,3141,-0.7037687269864447,-0.34197717905044556,-0.3617915479359991,0,0.03701378032565117,0.024596156552433968,0.8733891248703003,0,0,0,0
0,0.335833,2,0.324479,0.83625,0.226992,1471,-1.5658325964749917,-1.3787630796432495,-0.18706951683174222,1.3001073598861694,0.6170739531517029,1.1040722131729126,1.1086512804031372,0,0,0,1.6783943176269531
0,0.3425,2,0.341529,0.8775,0.133083,2455,-1.0578859811595842,-1.145950198173523,0.08806421701393874,1.196658730506897,1.085590124130249,1.5183696746826172,0.909612774848938,0,0,0,1.9127060174942017
0,0.426667,2,0.426737,0.8575,0.146767,2895,-0.8307553808152964,-0.7245525121688843,-0.10620286864641215,1.3434926271438599,0.8789224028587341,1.4205520153045654,0.45347556471824646,0,0,0,1.5985182523727417
0,0.595652,2,0.565217,0.716956,0.324474,3348,-0.5969141036426546,-0.23240166902542114,-0.3645124346172335,1.6833982467651367,0,0.5530653595924377,0,0.04740077257156372,0,0,0.43122732639312744
0,0.5025,2,0.493054,0.739167,0.274879,2034,-1.2752086692162778,-0.5032546520233154,-0.7719540171929624,1.3964128494262695,0,0.7351135611534119,0.26873454451560974,0,0,0,0.8508942127227783
0,0.4125,2,0.417283,0.819167,0.250617,2162,-1.209134312752485,-1.0462433099746704,-0.16289100277781454,1.4641050100326538,0.344761461019516,0.9265328049659729,0.6882808208465576,0,0,0,1.4049615859985352
0,0.4675,1,0.462742,0.540417,0.1107,3267,-0.6387267823423985,-0.15671107172966003,-0.4820157106127385,0,0.01896125078201294,0.1340000033378601,0.6739185452461243,0,0,0,0
0,0.446667,1,0.441913,0.67125,0.226375,3126,-0.7115118156345454,-0.43356263637542725,-0.2779491792591181,0.3240756094455719,0,0,0.8619066476821899,0,0,0,0
0,0.430833,3,0.425492,0.888333,0.340808,795,-1.9147877915493976,-1.599820613861084,-0.3149671776883136,2.5917444229125977,0.19174546003341675,1.6381466388702393,0.3712904751300812,0,0,0,2.684478998184204
0,0.456667,1,0.445696,0.479583,0.303496,3744,-0.3924965633327956,-0.47138315439224243,0.07888659105944684,0,0,0,1.0325427055358887,0,0,0,0
0,0.5125,1,0.503146,0.5425,0.163567,3429,-0.5551014249429107,-0.06980672478675842,-0.4852947001561523,0,0,0,0.48747241497039795,0,0,0,0
0,0.505833,2,0.489258,0.665833,0.157971,3204,-0.6712477546644215,-0.009301185607910156,-0.6619465690565114,0.7043209075927734,0.1983690857887268,1.11216139793396,0.15262100100517273,0,0,0,0.734393835067749
0,0.595,1,0.564392,0.614167,0.241925,3944,-0.2892553813581193,0.0906362533569336,-0.3798916347150529,0.4755336046218872,0,0,0.09464174509048462,0,0,0,0
0,0.459167,1,0.453892,0.407083,0.325258,4189,-0.16278493343914083,-0.5100148916244507,0.3472299581853099,0,0,0,1.0849785804748535,0,0,0,0
0,0.336667,2,0.321954,0.729583,0.219521,1683,-1.4563969435818347,-1.1664570569992065,-0.28993988658262815,0.7967281341552734,0.3206601142883301,0.974223256111145,1.1653470993041992,0,0,0,1.3434686660766602
0,0.46,2,0.450121,0.887917,0.230725,4036,-0.2417644376497682,-0.8465772867202759,0.6048128490705077,1.8325927257537842,0.6329828500747681,1.1558746099472046,0.3634055256843567,0,0,0,1.4896403551101685
0,0.581667,2,0.551763,0.810833,0.192175,4191,-0.16175252161939407,-0.19029861688613892,0.028546095266744842,1.6554679870605469,0.47704625129699707,1.2376444339752197,0,0,0,0,0.9194538593292236
0,0.606667,1,0.5745,0.776667,0.185333,4073,-0.2226648189844531,0.13704176247119904,-0.35970658145565215,1.060585856437683,0.39760681986808777,0.2774680256843567,0,0,0,0,0
0,0.631667,1,0.594083,0.729167,0.3265,4400,-0.05386548645585735,-0.11327904462814331,0.05941355817228596,1.3559356927871704,0,0,0,0.07670766115188599,0,0,0
0,0.62,2,0.575142,0.835417,0.3122,3872,-0.32642220686900275,-0.4849194288253784,0.15849722195637567,2.2478907108306885,0.07773139327764511,0.8321481943130493,0,0.13167566061019897,0,0,0.7293887138366699
0,0.6175,2,0.578929,0.700833,0.320908,4058,-0.2304079076325538,-0.2179754376411438,-0.012432469991410011,1.6550413370132446,0,0.5640104413032532,0,0.19147783517837524,0,0,0.31120753288269043
0,0.51,1,0.497463,0.457083,0.240063,4595,0.04679466596945204,-0.1960422694683075,0.24283693543775953,0,0,0,0.6588152647018433,0,0,0,0
0,0.4725,1,0.464021,0.503333,0.235075,5312,0.4169143033486665,-0.3254395127296448,0.7423538160783113,0,0,0,0.8344495296478271,0,0,0,0
0,0.451667,2,0.448204,0.762083,0.106354,3351,-0.5953654859130345,-0.30973857641220093,-0.2856269095008336,0.8423337340354919,0.7251932621002197,1.4402885437011719,0.3212343752384186,0,0,0,1.2686654329299927
0,0.549167,2,0.532833,0.73,0.183454,4401,-0.053349280545983965,-0.05142563581466675,-0.0019236447313172172,1.1765644550323486,0.25294017791748047,1.1067310571670532,0,0,0,0,0.7857756614685059
0,0.616667,2,0.582079,0.697083,0.342667,4451,-0.02753898505231489,-0.25437355041503906,0.22683456536272417,1.7026193141937256,0,0.4582425057888031,0,0.1943063735961914,0,0,0.28248316049575806
0,0.414167,2,0.40465,0.737083,0.328996,2633,-0.9660013292021223,-1.1001731157302856,0.1341717865281633,1.3548763990402222,0,0.5208905339241028,0.8496036529541016,0,0,0,1.0306298732757568
0,0.459167,1,0.441917,0.444167,0.295392,4433,-0.036830691430035756,-0.47510379552841187,0.4382731040983761,0,0,0,1.037592887878418,0,0,0,0
0,0.479167,1,0.474117,0.59,0.228246,4608,0.053505342797806,-0.2573380470275879,0.3108433898253939,0.03687485307455063,0,0,0.7284390330314636,0,0,0,0
0,0.52,1,0.512621,0.54125,0.16045,4714,0.10822316924438444,-0.03376421332359314,0.14198738256797758,0,0,0,0.4385509490966797,0,0,0,0
0,0.528333,1,0.518933,0.631667,0.0746375,4333,-0.0884512824173739,0.31628143787384033,-0.4047327202912142,0,0.4003969430923462,0.43369483947753906,0.22473454475402832,0,0,0,0
0,0.5325,1,0.525246,0.58875,0.176,4362,-0.07348131103104584,0.026571929454803467,-0.1000532404858493,0,0,0,0.3566551208496094,0,0,0,0
0,0.5325,1,0.522721,0.489167,0.115671,4803,0.15416549522311537,0.07407784461975098,0.0800876506033644,0,0,0.041340555995702744,0.344059020280838,0,0.040302932262420654,0,0
0,0.5425,1,0.5284,0.632917,0.120642,4182,-0.1663983748082545,0.23935498297214508,-0.40575335778039956,0.04182744771242142,0.21929676830768585,0.26223233342170715,0.2077750563621521,0,0,0,0
0,0.535,1,0.523363,0.7475,0.189667,4864,0.18565405572539165,-0.028938710689544678,0.21459276641493633,0.7621980905532837,0.3039785623550415,0.15888480842113495,0.265539288520813,0,0,0,0
0,0.5125,2,0.4943,0.863333,0.179725,4105,-0.20614622986850487,-0.3758624792098999,0.16971624934139504,1.6859407424926758,0.7293549180030823,1.3430895805358887,0.02022714912891388,0,0,0,1.3109393119812012
0,0.520833,2,0.500629,0.9225,0.13495,3409,-0.5654255431403784,-0.3875963091850281,-0.17782923395535033,1.8324782848358154,1.0911856889724731,1.623752236366272,0,0,0,0,1.5226041078567505
0,0.5625,2,0.536,0.867083,0.152979,4553,0.025114017754770016,-0.25596392154693604,0.28107793930170605,1.7391993999481201,0.8202823996543884,1.4774774312973022,0,0,0,0,1.2007498741149902
0,0.5775,1,0.550512,0.787917,0.126871,3958,-0.28202849861989193,0.30547237396240234,-0.5875008725822943,0.8545343279838562,0.6817464232444763,0.5191684365272522,0,0,0,0,0
0,0.561667,2,0.538529,0.837917,0.277354,4123,-0.196854523490784,-0.4521811604499817,0.25532663695919766,1.9984867572784424,0.22305645048618317,0.9178405404090881,0,0,0,0,0.9730058908462524
0,0.55,2,0.527158,0.87,0.201492,3855,-0.3351977073368502,-0.3785169720649719,0.0433192647281217,1.875393271446228,0.6380391716957092,1.2760823965072632,0,0,0,0,1.1946518421173096
0,0.530833,2,0.510742,0.829583,0.108213,4575,0.036470547771984406,-0.12331318855285645,0.15978373632484086,1.3489795923233032,0.8957008123397827,1.5826472043991089,0,0,0,0,1.2324137687683105
0,0.536667,1,0.529042,0.719583,0.125013,4917,0.21301296894868088,0.20882052183151245,0.00419244711716843,0.43091535568237305,0.4615902006626129,0.36394748091697693,0.18462346494197845,0,0,0,0
0,0.6025,1,0.571975,0.626667,0.12065,5805,0.6714038169162436,0.41330909729003906,0.25809471962620456,0.16357678174972534,0.18469324707984924,0.295661062002182,0,0,0.0777750015258789,0,0
0,0.604167,1,0.5745,0.749583,0.148008,4660,0.08034805011122183,0.24642398953437805,-0.16607593942315624,0.8114513158798218,0.4571864604949951,0.37813693284988403,0,0,0,0,0
0,0.631667,2,0.590296,0.81,0.233842,4274,-0.11890743109990341,-0.32053041458129883,0.2016229834813954,1.9078307151794434,0.28919196128845215,1.097313642501831,0,0.247866690158844,0,0,0.7115641236305237
0,0.66,2,0.604813,0.740833,0.207092,4492,-0.006374542747506252,-0.1576385498046875,0.15126400705718124,1.5839855670928955,0.18900829553604126,1.1338251829147339,0,0.4520863890647888,0,0,0.42447859048843384
0,0.660833,1,0.615542,0.69625,0.154233,4978,0.24450152945095713,0.16685712337493896,0.07764440607601816,0.7311570644378662,0.2510503828525543,0.3093012571334839,0,0.3070964813232422,0.14106106758117676,0,0
0,0.708333,1,0.654688,0.6775,0.19964199999999999,4677,0.08912355057906932,-0.047245025634765625,0.13636857621383494,0.9062390923500061,0,0.11625948548316956,0,0.6289555430412292,0.2657001316547394,0,0
0,0.681667,1,0.637008,0.65375,0.240679,4679,0.09015596239881608,-0.04256922006607056,0.13272518246488663,0.8612539172172546,0,0,0,0.46556609869003296,0.19710348546504974,0,0
0,0.655833,1,0.612379,0.729583,0.230092,4758,0.1309362292788132,-0.076242595911026,0.2071788251898392,1.1109434366226196,0.052516885101795197,0.050464145839214325,0,0.2491917610168457,0.045365214347839355,0,0
0,0.6675,1,0.61555,0.81875,0.213938,4788,0.14642240657501465,-0.10214927792549133,0.24857168450050598,1.4968098402023315,0.40915820002555847,0.2820996046066284,0,0.27186906337738037,0,0,0
